season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,comfort_index,is_weekend,quarter,is_warm_season,is_bad_weather,temp_yr,day_of_year,cnt
1,0,2,0,1,1,1,-1.1442714074928089,-1.1601985934632175,-0.5760965568387918,-0.10017866645731471,11.3135415,0,1,0,0,0.0,57,1969
1,0,2,0,2,1,1,-0.8204219562992482,-0.7495789317701954,0.3862820883819968,-0.9051318560993604,13.742598000000001,0,1,0,0,0.0,58,2402
1,0,2,0,3,1,2,-0.4816116355459733,-0.4575746512601135,1.7163252342202382,1.2533550509071256,16.260011,0,1,0,0,0.0,59,1446
1,0,3,0,4,1,1,-1.2283592483657082,-1.2693106828545768,-0.5958544343336999,0.29169832135433255,10.665847,0,1,0,0,0.0,60,1851
1,0,3,0,5,1,1,-0.8654479598942991,-0.9345088193106864,-1.174414126477194,1.4915607083673645,13.5102085,0,1,0,0,0.0,61,2134
1,0,3,0,6,0,1,-1.5912758477599285,-1.6491206129775273,-2.0634170134181264,0.41415495762735643,7.9724865,1,1,0,0,0.0,62,1685
1,0,3,0,0,0,2,-1.254913862422709,-1.3181677315636438,-0.08502829548094341,0.12001750392321658,10.4231385,1,1,0,0,0.0,63,1944
1,0,3,0,1,1,2,-0.604325818026186,-0.5847161832604532,1.1257089695909934,0.7569784081089267,15.3562635,0,1,0,0,0.0,64,2077
1,0,3,0,2,1,2,-0.6449278229193404,-0.6593542624285609,2.2033091623146555,1.956945806708429,14.963271500000001,0,1,0,0,0.0,65,605
1,0,3,0,3,1,1,-1.2545314759802881,-1.4207556174993412,-0.485421649048481,1.9315461292308536,10.455646999999999,0,1,0,0,0.0,66,1872
1,0,3,0,4,1,1,-1.091162179378807,-1.0397957592787261,-1.3691480921880648,-0.9654872654233356,11.782083499999999,0,1,0,0,0.0,67,2133
1,0,3,0,5,1,2,-1.0734608736484101,-1.1338872852803834,1.0325753338162291,0.3405943413047039,11.7414445,0,1,0,0,0.0,68,1891
1,0,3,0,6,0,3,-0.5781748341028515,-0.5436703041681648,-4.219599535388167,0.8883216498870248,15.952731,1,1,0,1,0.0,69,623
1,0,3,0,0,0,2,-0.9635831916033517,-1.0243044999319488,0.180135018941637,0.5088754086238344,12.6526195,1,1,0,0,0.0,70,1977
1,0,3,0,1,1,1,-0.8964265726531964,-0.9006723339913213,-0.19227760376149733,0.3487983714977194,13.1985555,0,1,0,0,0.0,71,2132
1,0,3,0,2,1,1,-0.6033645409973227,-0.5768990554670025,-0.6473928950326221,1.0028761642781363,15.494572499999999,0,1,0,0,0.0,72,2417
1,0,3,0,3,1,1,-0.9174047177582271,-0.8634337297923372,-0.8535331911176531,-0.7518411927489079,13.085418500000001,0,1,0,0,0.0,73,2046
1,0,3,0,4,1,2,-0.9589679996802449,-0.9457876477504749,0.22136443282970897,-0.12987069253187558,12.685205,0,1,0,0,0.0,74,2056
1,0,3,0,5,1,2,-0.7049678053022197,-0.6553146186450551,1.040059891454855,0.11701154726049583,14.585636,0,1,0,0,0.0,75,2192
1,0,3,0,6,0,1,-0.440574134982284,-0.39671187655729406,-0.13582846044899669,0.20183465623211996,16.7135415,1,1,0,0,0.0,76,2744
1,0,3,0,0,0,1,0.22329121644273944,0.298464344806013,-0.6621181695180284,0.4832394550767001,21.8773915,1,1,0,0,0.0,77,3239
1,0,3,0,1,1,1,-0.13519607332677344,-0.06191001301340332,-1.6513667153292528,2.283531840631983,19.182916499999997,0,1,0,0,0.0,78,3117
1,0,3,0,2,1,1,-0.8787252669227995,-0.9006723339913213,-1.0107224482394683,0.17744571527432382,13.395625,0,1,0,0,0.0,79,2471
2,0,3,0,3,1,2,-0.3586000413883221,-0.4002748662070526,0.7750117240728691,1.2415018680842573,17.2791395,0,1,1,0,0.0,80,2077
2,0,3,0,4,1,1,-0.29894775637067544,-0.21612549981057244,0.010923056110715784,0.41410245183412114,17.796055499999998,0,1,1,0,0.0,81,2703
2,0,3,0,5,1,2,-0.801945255838387,-0.8280481185382947,1.4670725314656534,0.5258216533905268,13.8054545,0,1,1,0,0.0,82,2121
2,0,3,0,6,0,2,-1.1309941004643083,-1.2278775222786191,1.238593709505336,0.6508641999803895,11.2820835,1,1,1,0,0.0,83,1865
2,0,3,0,0,0,1,-1.2416365553942086,-1.3143962057303709,-0.8667886474966506,0.4794065321705232,10.583347,1,1,1,0,0.0,84,2210
2,0,3,0,1,1,1,-1.2327885579904159,-1.3068948613005273,-1.5497663853931463,0.20172964464564933,10.7020695,0,1,1,0,0.0,85,2496
2,0,3,0,2,1,2,-1.3007152607482242,-1.349984394991256,-0.8741512847393538,-0.129988830566655,10.1278065,0,1,1,0,0.0,86,1693
2,0,3,0,3,1,1,-1.2406752783653452,-1.306876986770512,-2.1728676621806295,0.23629158304278425,10.687180999999999,0,1,1,0,0.0,87,2028
2,0,3,0,4,1,1,-1.0380529512648051,-1.0963507722478072,-2.091634811719048,0.4304580064269165,12.2454165,0,1,1,0,0.0,88,2425
2,0,3,0,5,1,2,-1.0513302582933055,-1.0698845514715054,0.16050583519798123,-0.2797878586669605,11.9766665,0,1,1,0,0.0,89,1536
2,0,3,0,6,0,3,-1.2195112509619155,-1.30687102859384,2.0005961840261355,0.3077257147394072,10.542486499999999,1,1,1,1,0.0,90,1685
2,0,4,0,0,0,2,-1.0513302582933055,-1.1526793745033586,0.42861555918870786,0.8467239351963596,11.956875,1,2,1,0,0.0,91,2227
2,0,4,0,1,1,2,-0.9716664161223029,-0.9609273746736137,0.20848151099381035,0.03863352440850456,12.588125,0,2,1,0,0.0,92,2252
2,0,4,0,2,1,1,-0.6353097417078947,-0.5847876813805151,-0.9683889774327572,-0.1573837281871719,15.271653,0,2,1,0,0.0,93,3249
2,0,4,0,3,1,1,0.40032020651514183,0.3933185174216657,-1.3324568263704724,2.511984546998765,23.293528,0,2,1,0,0.0,94,3115
2,0,4,0,4,1,2,-0.44499813368418034,-0.4681087076159221,0.12945677436950628,2.544748161977591,16.6598055,0,2,1,0,0.0,95,1795
2,0,4,0,5,1,1,-0.5689232065653926,-0.5321114414247999,-1.0304803257343764,0.9038896175812905,15.788736499999999,0,2,1,0,0.0,96,2808
2,0,4,0,6,0,1,-0.32107837172577985,-0.2575109949731555,-0.13582846044899669,-0.4186131759810885,17.6360415,1,2,1,0,0.0,97,3141
2,0,4,0,0,0,2,-0.8610239611924028,-0.908245176541227,1.4446188585497735,0.43040550063368116,13.351028,1,2,1,0,0.0,98,1471
2,0,4,0,1,1,2,-0.8256160388087976,-0.8066582642863981,1.7240197658740664,-0.8022861335997206,13.60375,0,2,1,0,0.0,99,2455
2,0,4,0,2,1,2,-0.3786115985416781,-0.29897394643247244,1.588552659292591,-0.6226638149417657,17.064597,0,2,1,0,0.0,100,2895
2,0,4,0,3,1,2,0.5188546927427824,0.526114359083579,0.636598207923247,1.7099979346745129,24.063253999999997,0,2,1,0,0.0,101,3348
2,0,4,0,4,1,2,0.02413161101523224,0.0961544559137723,0.787041203137305,1.0589917307983614,20.232916499999998,0,2,1,0,0.0,102,2034
2,0,4,0,5,1,2,-0.4538514420107843,-0.35530254868802374,1.3289096294632066,0.7405178419296607,16.5029165,0,2,1,0,0.0,103,2162
2,0,4,0,6,0,1,-0.16175068738377416,-0.0844497953629646,-0.5591631685161074,-1.0960954260961397,18.8972915,1,2,1,0,0.0,104,3267
2,0,4,1,0,0,1,-0.2723931423136743,-0.20855265726066713,0.32701522925260135,0.42230648202713666,17.977722,1,2,1,0,0.0,105,3126
2,0,4,0,1,1,3,-0.35648629410938504,-0.30639187638890997,1.7973955241539221,1.924405341350853,17.219986499999997,0,2,1,1,0.0,106,795
2,0,4,0,2,1,1,-0.2192839141996724,-0.18601287491110585,-0.9712134666049809,1.4346313020519923,18.4835555,0,2,1,0,0.0,107,3744
2,0,4,0,3,1,1,0.07724083912923413,0.1562843748859559,-0.5450542693656466,-0.40213948335351374,20.74125,0,2,1,0,0.0,108,3429
2,0,4,0,4,1,2,0.041832916745629396,0.07353721726747753,0.2903239634350083,-0.47559508808969597,20.406236500000002,0,2,1,0,0.0,109,3204
2,0,4,0,5,1,1,0.5153919710697497,0.5211988633293129,-0.05962821299691678,0.6264227532293576,24.0879165,0,2,1,0,0.0,110,3944
2,0,4,0,6,0,1,-0.20600660717117203,-0.13717965890872597,-1.4622817279628293,1.7202890701486317,18.6223055,1,2,1,0,0.0,111,4189
2,0,4,0,0,0,2,-0.8565946515676949,-0.9232895726376166,0.7221253656634612,0.3323378053184534,13.4385555,1,2,1,0,0.0,112,1683
2,0,4,0,1,1,2,-0.2015826084692757,-0.15964794313822536,1.7945778083370283,0.4794065321705232,18.4160415,0,2,1,0,0.0,113,4036
2,0,4,0,2,1,2,0.44458143722535104,0.4459530501406775,1.272460486150705,-0.02661805013466216,23.4429305,0,2,1,0,0.0,114,4191
2,0,4,0,3,1,1,0.5773545075103556,0.581424113128246,1.0410420279775714,-0.11642920946363941,24.485013499999997,0,2,1,0,0.0,115,4073
2,0,4,0,4,1,1,0.7101275777953605,0.6981030868928386,0.7193076498465673,1.7365921189481914,25.533763500000003,0,2,1,0,0.0,116,4400
2,0,4,0,5,1,2,0.6481650413547546,0.5852492625515656,1.4389766535606554,1.5488839081320012,25.002291500000002,0,2,1,0,0.0,117,3872
2,0,4,0,6,0,2,0.6348877343262538,0.6078128776078138,0.5273913999525903,1.6631890200052448,24.967083499999998,1,2,1,0,0.0,118,4058
2,0,4,0,0,0,1,0.06396353210073377,0.1224240568599036,-1.1236139615091407,0.6019813064783265,20.6814585,1,2,1,0,0.0,119,4595
2,0,4,0,1,1,1,-0.13519607332677344,-0.07682928739968468,-0.8103462775394789,0.53650658231391,19.1208335,0,2,1,0,0.0,120,5312
2,0,5,0,2,1,2,-0.24583852825667357,-0.17106976781813762,0.9422594138583587,-1.1531429704462912,18.1373055,0,2,1,0,0.0,121,3351
2,0,5,0,3,1,2,0.271976445854845,0.33316476574279436,0.7249498548356853,-0.1410938058359206,22.150847000000002,0,2,1,0,0.0,122,4401
2,0,5,0,4,1,2,0.6304637356243574,0.6265811341241021,0.5019913174685636,1.9488074087569576,24.9348055,0,2,1,0,0.0,123,4451
2,0,5,0,5,1,2,-0.44499813368418034,-0.43057219458334595,0.7729255306315145,1.7693557339270178,16.6123055,0,2,1,0,0.0,124,2633
2,0,5,0,6,0,1,-0.20600660717117203,-0.20852882455397984,-1.2110986189394577,1.3282545649572788,18.6037635,1,2,1,0,0.0,125,4433
2,0,5,0,0,0,1,-0.09978815094316824,-0.01667553572081336,-0.2233198912346425,0.44686606681294716,19.350846999999998,1,2,1,0,0.0,126,4608
2,0,5,0,1,1,1,0.11707276021473567,0.21273809885161568,-0.5535209635269888,-0.44305462273212,21.049375,0,2,1,0,0.0,127,4714
2,0,5,0,2,1,1,0.16132868000213355,0.2503461100042541,0.0589055052618742,-1.5694679682331243,21.3458195,0,2,1,0,0.0,128,4333
2,0,5,0,3,1,1,0.18345929535723793,0.28796007933356377,-0.2317865853959847,-0.23893835152989865,21.538125,0,2,1,0,0.0,129,4362
2,0,5,0,4,1,1,0.18345929535723793,0.2729156832371743,-0.9062976291311381,-1.030843851552973,21.5879165,0,2,1,0,0.0,130,4803
2,0,5,0,5,1,1,0.2365685234712398,0.3067521685565393,0.06737219942321641,-0.9655922770098063,21.9260415,0,2,1,0,0.0,131,4182
2,0,5,0,6,0,1,0.19673660238573829,0.27674083266049393,0.8434835730944763,-0.05953918249319385,21.561249999999998,1,2,1,0,0.0,132,4864
2,0,5,0,0,0,2,0.07724083912923413,0.10357834404688182,1.6280616409270778,-0.1900423315795273,20.5808335,1,2,1,0,0.0,133,4105
2,0,5,0,1,1,2,0.121496758916632,0.14128764420294104,2.028820755682386,-0.777779054607145,20.892903,0,2,1,0,0.0,134,3409
2,0,5,0,2,1,2,0.3427869796992436,0.3520343112625039,1.6534617234111046,-0.5411223180473477,22.6289585,0,2,1,0,0.0,135,4553
2,0,5,0,3,1,1,0.4224508218702462,0.43849937112420906,1.1172422754296512,-0.8838276304941386,23.2835415,0,2,1,0,0.0,136,3958
2,0,5,0,4,1,2,0.33836298099734724,0.36710254006558063,1.4559100418833397,1.0914796903627018,22.6093885,0,2,1,0,0.0,137,4123
2,0,5,0,5,1,2,0.27640044455674134,0.29935211313011706,1.6732196009060132,0.0956810687586561,22.115000000000002,0,2,1,0,0.0,138,3855
2,0,5,0,6,0,2,0.1746059870306339,0.20154268488523316,1.399460898570838,-1.1287409030401865,21.3493615,1,2,1,0,0.0,139,4575
2,0,5,0,0,0,1,0.20558991071234275,0.31057731797985894,0.6543918123727235,-0.9082165714519344,21.6435555,1,2,1,0,0.0,140,4917
2,0,5,0,1,1,1,0.5552238921552511,0.5663797170318562,0.02503872861650535,-0.9654872654233356,24.3891665,0,2,1,0,0.0,141,5805
2,0,5,0,2,1,1,0.5640772004818552,0.581424113128246,0.8575924722449366,-0.6063738925905144,24.3960555,0,2,1,0,0.0,142,4660
2,0,5,0,3,1,2,0.7101275777953605,0.6755394718365905,1.266818281161587,0.5203216715491294,25.493347,0,2,1,0,0.0,143,4274
2,0,5,0,4,1,2,0.8606019538107617,0.7620343225816546,0.7983256131155411,0.1691891792880733,26.689583499999998,0,2,1,0,0.0,144,4492
2,0,5,0,5,1,1,0.865025952512658,0.8259596000937989,0.4963491124794456,-0.5246617518680821,26.746028,0,2,1,0,0.0,145,4978
2,0,5,0,6,0,1,1.117294786054167,1.059198384089548,0.3693487000593124,0.07139713938733061,28.702903,1,2,1,0,0.0,146,4677
2,0,5,0,0,0,1,0.9756737183653695,0.9538578205314617,0.20848151099381035,0.6100671986365622,27.621471999999997,1,2,1,0,0.0,147,4679
2,0,5,0,1,1,1,0.8384713384556574,0.8071138872807772,0.7221253656634612,0.4710974903910374,26.5243615,0,2,1,0,0.0,148,4758
2,0,5,0,2,1,1,0.9004338748962633,0.8260072655071735,1.3260851402909823,0.2590528444102859,26.958125,0,2,1,0,0.0,149,4788
2,0,5,1,3,0,1,1.2500678563391716,1.1569363142143696,0.42014886502736565,-0.8266750745575163,29.724152999999998,0,2,1,0,0.0,150,4098
2,0,5,0,4,1,1,1.4713580771217833,1.4804116839050974,0.09277228190724306,-1.087838890109889,31.456666499999997,0,2,1,0,0.0,151,3982
2,0,6,0,5,1,2,1.413824850305885,1.4541003757222626,0.36652421088708825,0.1691891792880733,30.992305499999997,0,2,1,0,0.0,152,3974
2,0,6,0,6,0,1,1.1527027084377723,0.9951718175739824,-2.153726160020667,1.2874969429583782,29.1625,1,2,1,0,0.0,153,4968
2,0,6,0,0,0,1,0.6481650413547546,0.6566937590235683,-1.8207005985560971,0.7733864684949571,25.242916500000003,1,2,1,0,0.0,154,5312
2,0,6,0,1,1,1,0.7278288835257573,0.7017554491926752,-1.1292561664982592,-0.9327761562377449,25.806875,0,2,1,0,0.0,155,5342
2,0,6,0,2,1,2,0.7986394173701558,0.8334788190536576,0.20001481683246813,-0.7286598850355239,26.255402999999998,0,2,1,0,0.0,156,4906
2,0,6,0,3,1,1,0.9579671017121615,0.8635914439531241,-0.15558633794390478,-0.9491317108305403,27.511653,0,2,1,0,0.0,157,4548
2,0,6,0,4,1,1,1.1128707873522707,1.0667176030494068,-0.16969523709436554,-0.08394124989929874,28.7085415,0,2,1,0,0.0,158,4833
2,0,6,0,5,1,1,1.4757820758236795,1.491708386874901,-0.006010332211968641,-0.7532719756145698,31.498111499999997,0,2,1,0,0.0,159,4401
2,0,6,0,6,0,2,1.6483870671941856,1.672241140031576,-0.37007818114968377,-0.5817618020114685,32.8574865,1,2,1,0,0.0,160,3915
2,0,6,0,0,0,1,1.3651396208937794,1.3487896030475357,-0.12171956129853594,-0.7042184382844925,30.6525,1,2,1,0,0.0,161,4586
2,0,6,0,1,1,1,1.2058119365517743,1.1983218093769523,0.2141237159829284,-0.5165627332615372,29.3977085,0,2,1,0,0.0,162,4966
2,0,6,0,2,1,1,1.0332069451812678,0.9914956225674586,0.8463080622667004,-0.40213948335351374,28.018541499999998,0,2,1,0,0.0,163,4460
2,0,6,0,3,1,1,0.7278288835257573,0.74321244247532,-0.8696131366688743,1.4589677372165528,25.7877085,0,2,1,0,0.0,164,5020
2,0,6,0,4,1,1,0.5640772004818552,0.6829871926763873,-0.7849461950554522,0.9855361260621792,24.5173055,0,2,1,0,0.0,165,4891
2,0,6,0,5,1,1,0.6835729637383593,0.6603937867367794,-1.024831347389929,-0.34510506545167124,25.4575135,0,2,1,0,0.0,166,5180
2,0,6,0,6,0,2,0.692420961142152,0.7056282640293694,0.4427244583391681,0.16103765488829347,25.4174865,1,2,1,0,0.0,167,3767
2,0,6,0,0,0,1,0.8030687269948634,0.7356395999254147,0.7644588364701722,-0.6717304787201518,26.2479305,1,2,1,0,0.0,168,4844
2,0,6,0,1,1,1,1.0553375605363726,0.9952433156940443,0.3213730242634833,-0.9817903142228956,28.2281385,0,2,1,0,0.0,169,5119
2,0,6,0,2,1,2,1.068614867564873,1.0065161859571607,0.29597294177945666,-1.2102955263829132,28.3325135,0,2,1,0,0.0,170,4744
2,0,6,0,3,1,2,0.7278288835257573,0.7056282640293694,0.8350168789331341,-0.508358703068522,25.661875,0,2,1,0,0.0,171,4010
3,0,6,0,4,1,2,0.9712444087406619,0.957659137248094,0.9987085571708603,-0.3042424318663007,27.528944499999998,0,2,1,0,0.0,172,4835
3,0,6,0,5,1,1,1.2500678563391716,1.2924073772019382,0.5725493599315254,-0.2880050153082847,29.712902999999997,0,2,1,0,0.0,173,4507
3,0,6,0,6,0,2,1.2235132422821708,1.2924312099086255,0.5443247882752748,0.5854551080575164,29.5099865,1,2,1,0,0.0,174,4790
3,0,6,0,0,0,1,1.201387937849878,1.0704891288826797,-0.3362114045043149,0.3652064318837498,29.404180500000002,1,2,1,0,0.0,175,4991
3,0,6,0,1,1,1,1.0464842522097686,0.9914241244473967,-0.9458133841209543,0.20172964464564933,28.2533335,0,2,1,0,0.0,176,5202
3,0,6,0,2,1,1,0.9668204100387655,0.9575578482446728,-0.7426127242487411,-1.3083067779704132,27.623333499999998,0,2,1,0,0.0,177,5305
3,0,6,0,3,1,2,0.9800977170672663,0.9538339878247744,0.23952379846695504,-1.1369449332332018,27.653333500000002,0,2,1,0,0.0,178,4708
3,0,6,0,4,1,1,1.3076063940778813,1.284834534652032,0.07583889358455863,-0.6552699125408857,30.1937635,0,2,1,0,0.0,179,4648
3,0,6,0,5,1,1,1.2235132422821708,1.059198384089548,-0.8470307700017425,0.8875865687817308,29.6126945,0,2,1,0,0.0,180,5225
3,0,6,0,6,0,1,1.0553375605363726,0.9538578205314617,-1.2788321722301954,-0.1167048648781248,28.3462635,1,2,1,0,0.0,181,5515
3,0,7,0,0,0,1,1.1925346295232735,1.0441480298164865,-1.5356574862426855,-1.2023146458111478,29.424374999999998,1,3,1,0,0.0,182,5362
3,0,7,0,1,1,1,1.2766224703961728,1.1343905736881368,-1.2082809031225628,-1.0388378585730471,30.0493615,0,3,1,0,0.0,183,5119
3,0,7,0,2,1,2,1.1615560167643764,1.1419395835313548,0.4032154767046812,0.454899453177948,29.042097000000002,0,3,1,0,0.0,184,4649
